CanonicalModelId,Brand,Model,CurrentPublicFamily,ProposedPublicFamily,PrimaryCategory,SecondaryCategories,ManufacturerIntent,DNAEvidence,WaveIntent,Rocker,Rails,Outline,PerformanceScore,ForgivenessScore,WeakWaveScore,PowerfulWaveScore,Changed,ChangeReason,Confidence,ReviewRequired
7931,Rusty,Miso,daily_driver,daily_driver,hybrid_shortboard,"traditional_fish,groveller,daily_driver","Rusty describes the Miso as an all-round design with fish influence, a low entry rocker, flat deck, angular rails and a bottom changing from light convex entry through single concave to vee. The official page positions it as a fast, performance-oriented groveller able to handle a broader range than a traditional fish.","method=explicit_manufacturer; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=low;tail=medium,medium,balanced,7.25,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,high,False
7932,Rusty,Moby Fish,longboard,longboard,longboard,,"Thanks to it's size, it is a great board for beginners and is a great alternative to a longboard. As it turns out, it's good for all ranges of ability and surf. The entry rocker is relaxed which helps with the paddle. The exit rocker is on the average plus side which helps with turning and fits into the waves better. The fuller outline provides lots of surface area: glide and speed. The rails are fuller but somewhat angular with a lower apex providing lift and control. ""If were relegated to one board, this would be it. Fun."" - Rusty","method=manufacturer_inference; style=glide,stable,flowing,forgiving; roles=longboard,cruiser,small_wave","{""average_waves"":8,""beach_break"":7,""hollow_waves"":3,""open_face"":8,""point_break"":8,""powerful_waves"":5,""reef_break"":6,""weak_waves"":6}",entry=low;tail=low,soft,parallel,5.5,8,6,5,False,Deterministic mapping from governed primary category longboard.,medium,False
7933,Rusty,Model 8,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"For the Model 8 we added more rocker coming from the Sista Brotha which translates into quicker and shorter arc turns. This board surfs a great variety of conditions from punchy beach breaks to long points. The deck is flatter, creating more natural flex and paddling power, yet making the board more sensitive with a lower center of gravity. A bit fuller nose helps transition through flatter spots and dead sections but not compromising the lip attack. If you're in the market for a board that is fast and loose, the Model 8 is the board for you.","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":7,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":6,""weak_waves"":5}",entry=medium_low;tail=medium,medium,balanced,7.5,8,5,7,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7934,Rusty,Neil,performance_shortboard,performance_shortboard,performance_shortboard,,"This stout performance Shortboard is designed for those average days of surf from knee high to head high. It has a moderately full template with a wider nose and added volume for the ease of paddling. The Neil's bottom contour has a deep single concave with a subtle vee of the tail that generates drive and speed quickly. The shallow angular Diamond tail gives the Neil its distinct look. The Diamond tail shortens the rail length which makes your board feel a little smaller, easier to turn and a whole lot more alive in sloppy average conditions.","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":5,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.25,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7935,Rusty,New Traveler,step_up,step_up,step_up,,"The New Traveler is a step-up with a design that sits between the original Traveler and the Blackbird. The crew was headed to Indo and other places with warm water and hollow waves and were in need of knifey step-up, giving us the New Traveler. It performs great in head high to double overhead in pumping beach break and steep, hollow reefs. The New Traveler has a bit more narrow of a nose with more rocker overall and leaner rails with the wide point just behind center. It features a light single to double concave and a slight rounded vee out the tail in the last few inches to help keep the tur","method=manufacturer_inference; style=hold,drivey,powerful_wave; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":10,""open_face"":8,""point_break"":8,""powerful_waves"":9,""reef_break"":8,""weak_waves"":1}",entry=medium_high;tail=high,refined,narrow,8.25,5,1,9,False,Deterministic mapping from governed primary category step_up.,medium,False
7936,Rusty,Not So Moby Fish,fish,fish,performance_fish,,"The Moby Fish has been an extremely popular board for almost 2 decades and most were made in the 7'6 and up range. A couple years ago, people started asking Rusty for something shorter and a little more pulled in, less entry rocker, and more tail rocker. It's tough to call it a Moby Fish. Thus, the Not So Moby Fish (NSMF) was born. This board is suitable for all skill levels and will do very well in a wide variety of conditions. The tail is pulled in and has a bit more kick than the Moby Fish to loosen the tail and tighten the radius of the turns. The lower entry rocker helps it paddle better.","method=manufacturer_inference; style=fast,drivey,responsive,forgiving,stable; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":8,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":6,""powerful_waves"":6,""reef_break"":7,""weak_waves"":8}",entry=medium_low;tail=medium,refined,balanced,7.25,8,8,6,False,Deterministic mapping from governed primary category performance_fish.,medium,False
7937,Rusty,Panda,daily_driver,daily_driver,hybrid_shortboard,"daily_driver,performance_shortboard","The Panda is a HPSB designed for a heavier surfer. Good amount of rocker combined with a expressive single concave plus a kick in the last 3 inches of the tail; All that combined enable you to go vertical in tight arcs. The board has a curvy outline, a pronounced bump and a not so wide squash. The rails are tapered to sink in the water for powerful turns, keeping the thickness at the center with an accentuated dome deck. For waves waist high to double overhead.","method=explicit_manufacturer; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":10,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,curvy,7.25,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,high,False
7938,Rusty,SD,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Originally designed from a modified Yes Thanks for ""STAB in the Dark"" in 2016. Rusty puffed up the Yes Thanks a little and moved the center point slightly forward. The SD has a deep single concave that zeroes out under the rear fin and finishes with a slight vee in the tail, one smooth curve that accelerates towards the tail. Months after SITD, Rusty's son, Clint, named it the SD. Tweaked it a little a bit with more rocker. ""For the last 5 years it has been one of our most popular designs."" - Rusty","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":7,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":6,""weak_waves"":5}",entry=medium_low;tail=medium,medium,balanced,7.75,8,5,7,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7939,Rusty,SD RT RE,performance_shortboard,performance_shortboard,performance_shortboard,,"Meet the SD RT RE, which stands for SD Round Tail Rapid Entry, our team's most popular high performance shortboard for everyday to great surf conditions. Rapid Entry is Rusty's latest innovation to improve speed, lift and drive by moving up the entry of the deepest part of the concave further towards the nose. ""By having the deepest part of the concave in the entry, it feeds and keeps the water under the board early on and generates more lift and speed and drive. I believe this is a big breakthrough and it's going to be a game changer."" - Rusty Preisendorfer Originally designed from a modified","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":6,""beach_break"":7,""hollow_waves"":10,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":2}",entry=medium_high;tail=high,low_performance,narrow,9.5,3,2,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7940,Rusty,Shiv,groveller,groveller,groveller,,"The Shiv is our popular SD model but retooled just a bit. Following the flat deck category of board models, the Shiv has angular rails and the most rocker of any of the flat deck designs. The flat deck increases the flex of the board significantly with better sprint out of turns and snaps. The flat deck boards are all roughly .2 inches thinner. This keeps the volume similar to boards with a crown that are the same length and width. The angular rails, along with a fairly deep concave, provides great ""bite"" on the turns, allowing for good acceleration and speed. The Shiv is a great all around bo","method=manufacturer_inference; style=easy_speed,forgiving,playful,fast,stable; roles=small_wave,summer","{""average_waves"":8,""beach_break"":8,""hollow_waves"":3,""open_face"":5,""point_break"":5,""powerful_waves"":3,""reef_break"":4,""weak_waves"":10}",entry=low;tail=low,full,wide_centre,6.25,9,10,3,False,Deterministic mapping from governed primary category groveller.,medium,False
7941,Rusty,Sista Brotha,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Sista Brotha"" features a single to double concave, moderate entry rocker with a relaxed tail rocker. A slightly fuller outline up front. This design will work well in most conditions. ""User friendly!","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
